관리번호,정류장명,그늘,의자,조명,도착안내기,촬영시점(YYYY.MM),조사자,비고
250026870,지내2리성문산,,,,,,,
250027104,지내2리응달말,,,,,,,
250026872,지내리,,,,,,,
265000752,발산1리,,,,,,,
250026874,발산2리,,,,,,,
250026875,발산2리,,,,,,,
250026876,발산2리,,,,,,,
265000863,국립춘천병원본관,,,,,,,
250026878,아침못종점,,,,,,,
250026879,오동초등학교,,,,,,,
250026880,윗샘밭종점,,,,,,,
250027093,방송통신대앞,,,,,,,
250027091,타워푸르지오A,,,,,,,
250027092,남부노인복지관,,,,,,,
265000851,월송리가압펌프,,,,,,,
265000852,월송리가압펌프,,,,,,,
250027087,남춘천여중,,,,,,,
250027088,남춘천여중,,,,,,,
250026888,뉴시티코아루A,,,,,,,
250026889,뉴시티코아루A,,,,,,,
250026890,신동초교,,,,,,,
250026891,신동초교,,,,,,,
250026892,천년나무A,,,,,,,
250026893,천년나무A,,,,,,,
250026894,우두사거리,,,,,,,
250026895,국군춘천병원종점,,,,,,,
250026896,국군춘천병원종점,,,,,,,
250026897,꿈자람물정원,,,,,,,
250026898,꿈자람물정원,,,,,,,
250026899,두미르2차A,,,,,,,
250026900,두미르2차A,,,,,,,
250026901,건강보험공단,,,,,,,
250026902,춘천시청,,,,,,,
250026903,강원대중앙도서관,,,,,,,
250026904,강원대중앙도서관,,,,,,,
250026905,강원대백록관,,,,,,,
250026906,강원대백록관,,,,,,,
250026907,강원대정문,,,,,,,
250026908,강원대정문,,,,,,,
250026909,로컬푸드직매장,,,,,,,
250026910,로컬푸드직매장,,,,,,,
250026911,하일입구,,,,,,,
250026912,하일입구,,,,,,,
250026913,소양교차로,,,,,,,
250026914,소양교차로,,,,,,,
250026915,장학17리입구,,,,,,,
250026916,장학17리입구,,,,,,,
250026917,강원고앞,,,,,,,
250026918,아이파크A,,,,,,,
250026919,아이파크A,,,,,,,
250026920,춘천여고앞,,,,,,,
250026921,춘천여고앞,,,,,,,
250026922,만천2리마을회관,,,,,,,
250026923,만천2리마을회관,,,,,,,
250026924,만천로143번길,,,,,,,
250026925,만천로143번길,,,,,,,
250026926,만천리골든빌리지,,,,,,,
250026927,만천리골든빌리지,,,,,,,
250026928,거두1리사거리,,,,,,,
250026929,거두1리사거리,,,,,,,
250026930,산천2리,,,,,,,
250026931,산천2리,,,,,,,
250026932,오동초등학교앞,,,,,,,
250026933,가래울길입구,,,,,,,
250026934,가래울길입구,,,,,,,
250026935,솔밭입구,,,,,,,
250026936,솔밭입구,,,,,,,
250026937,군자1리,,,,,,,
250026938,군자1리,,,,,,,
250026939,군자1리군들목장,,,,,,,
250026940,군자1리군들목장,,,,,,,
250026941,군자2리,,,,,,,
250026942,군자2리,,,,,,,
250026943,동춘천산업단지,,,,,,,
250026944,동춘천산업단지,,,,,,,
265000865,배나무골입구,,,,,,,
265000866,배나무골입구,,,,,,,
250026949,금대울,,,,,,,
250026950,거두리사거리,,,,,,,
250026951,거두리사거리,,,,,,,
250026952,고은길,,,,,,,
250026953,너부래길입구,,,,,,,
250026954,고은1리4반,,,,,,,
250026955,후동2리마을회관,,,,,,,
250026956,후동2리마을회관,,,,,,,
250026957,버들1길,,,,,,,
250026958,버들1길,,,,,,,
250026959,수동2리흰도라지,,,,,,,
250026960,수동2리흰도라지,,,,,,,
250026961,한덕리마을회관,,,,,,,
250026962,한덕리마을회관,,,,,,,
250026963,산수리감투봉,,,,,,,
250026964,산수리감투봉,,,,,,,
250026965,강촌노래비,,,,,,,
265000853,경강교차로,,,,,,,
265000854,경강교차로,,,,,,,
250026968,강원체육회관,,,,,,,
250026969,이상원미술관,,,,,,,
250026970,이상원미술관,,,,,,,
265000714,방고개길입구,,,,,,,
250026972,방고개길입구,,,,,,,
250026973,강변코아루A,,,,,,,
250026974,강변코아루A,,,,,,,
250026975,두산위브A,,,,,,,
250026976,두산위브A,,,,,,,
250026977,감정교아랫길,,,,,,,
250026978,감정교아랫길,,,,,,,
265000842,막국수체험관,,,,,,,
250026980,윗박암길,,,,,,,
250026981,탑골삼거리,,,,,,,
250026982,백양2리3반,,,,,,,
250026983,백양2리3반,,,,,,,
250026984,백양2리종점,,,,,,,
250026985,백양2리종점,,,,,,,
250026987,고성1리마을회관,,,,,,,
265000855,두미르레스텔,,,,,,,
265000856,두미르레스텔,,,,,,,
250026989,떡갈매기,,,,,,,
250026990,오항1리3반,,,,,,,
250026991,오항1리3반,,,,,,,
250026992,해강A,,,,,,,
250026993,소망마을,,,,,,,
250026994,정족1길,,,,,,,
250026995,정족1길,,,,,,,
250026996,정족리지품,,,,,,,
250026997,정족리지품,,,,,,,
250026998,전인고등학교,,,,,,,
250026999,소주고개로,,,,,,,
250027000,소주고개로,,,,,,,
250027001,장본교앞사거리,,,,,,,
250027002,장본교앞사거리,,,,,,,
250027086,한숲시티A,,,,,,,
250027085,한숲시티A,,,,,,,
250027005,신북사거리,,,,,,,
250027006,우두택지,,,,,,,
250027007,우두택지,,,,,,,
250027099,샘밭장터,,,,,,,
250027100,샘밭장터,,,,,,,
265000857,전말교,,,,,,,
265000858,전말교,,,,,,,
250027012,애니박물관입구,,,,,,,
250027013,금산리수정천,,,,,,,
250027014,금산리수정천,,,,,,,
250027016,한솔마을,,,,,,,
250027015,한솔마을,,,,,,,
250026626,국유림관리소앞,,,,,,,
250027018,봉명리,,,,,,,
250027019,봉명리,,,,,,,
250027020,원창교,,,,,,,
250027021,갈골,,,,,,,
250027022,거두리종점,,,,,,,
250027023,산수1리마을회관,,,,,,,
250027024,감정1리마을회관,,,,,,,
250027025,지내리,,,,,,,
250027026,유포2리종점,,,,,,,
250027027,유포리,,,,,,,
250027028,원정사입구,,,,,,,
250027029,침례교회앞,,,,,,,
250027030,방앗간앞,,,,,,,
250027031,유포2리종점,,,,,,,
265000859,용산저수지,,,,,,,
265000860,용산저수지,,,,,,,
250027035,새말교,,,,,,,
250027036,서상2리,,,,,,,
250027037,서상2리,,,,,,,
250027038,서상마을회관,,,,,,,
250027039,서상2리,,,,,,,
250027040,신매1리,,,,,,,
250027041,월송1리,,,,,,,
250027042,월송1리,,,,,,,
250027043,월송1리,,,,,,,
250027044,월송1리,,,,,,,
250027045,오월리납실교,,,,,,,
250027046,오월2리,,,,,,,
250027047,강원숲체험장입구,,,,,,,
250027048,오월2리,,,,,,,
250027049,오월2리,,,,,,,
250027050,오월2리,,,,,,,
265000861,레고랜드차고지,,,,,,,
265000862,레고랜드차고지,,,,,,,
250027055,오동초등학교앞,,,,,,,
250027056,삼포유원지입구,,,,,,,
250027057,월송1리,,,,,,,
250027058,월송1리,,,,,,,
250027059,삼포,,,,,,,
250027060,증4리,,,,,,,
250027061,새고개,,,,,,,
250027062,후동2리입구,,,,,,,
250027063,후동2리입구,,,,,,,
250027064,가정중학교,,,,,,,
250027065,한덕리,,,,,,,
250027066,산수리,,,,,,,
250027067,산수1리,,,,,,,
250027068,산수2리,,,,,,,
250027069,광판초교,,,,,,,
250027072,합동교,,,,,,,
250027073,감정2리마을회관,,,,,,,
250027075,감정2리,,,,,,,
250027076,가정중학교,,,,,,,
250027078,솔밭종점,,,,,,,
250027080,사암2리,,,,,,,
250027081,사암리,,,,,,,
250027082,사암2리,,,,,,,
250027083,사암2리마을회관,,,,,,,
250027084,학곡리,,,,,,,
250027094,춘천자원,,,,,,,
250027095,춘천자원,,,,,,,
250027101,성문1길,,,,,,,
250027102,성문1길,,,,,,,
250027109,팔미리용수교,,,,,,,
250027110,팔미리용수교,,,,,,,
250027111,퇴계공단길,,,,,,,
250027112,퇴계농공로,,,,,,,
250027113,증4리마을회관,,,,,,,
250027114,증4리마을회관,,,,,,,
250027115,혈동1리,,,,,,,
250027116,산수1리,,,,,,,
250027117,합동교,,,,,,,
250027118,서상1리1반,,,,,,,
250027120,추곡3거리,,,,,,,
250027121,안보2리1반,,,,,,,
250027122,안보2리1반,,,,,,,
250027123,안보2리3반,,,,,,,
250027124,안보2리3반,,,,,,,
250027125,무림정사입구,,,,,,,
250027126,무림정사입구,,,,,,,
250027129,인형극장앞,,,,,,,
250027130,사랑말삼거리,,,,,,,
250027131,율문4리경로당,,,,,,,
250027134,군자리,,,,,,,
250027135,장본교앞사거리,,,,,,,
250027136,장본교앞사거리,,,,,,,
265000867,안마산로입구,,,,,,,
250027140,산촌생태마을,,,,,,,
250027141,용산3리3반,,,,,,,
250027142,용산3리3반,,,,,,,
265000758,역골교삼거리,,,,,,,
250027144,역골교삼거리,,,,,,,
250027146,팔미1리1반,,,,,,,
250027147,팔미1리1반,,,,,,,
250027148,서상2리1반,,,,,,,
250027149,서상2리1반,,,,,,,
265000667,창촌3리삼거리,,,,,,,
265000669,발산2리4반,,,,,,,
265000670,파크자이A,,,,,,,
265000671,파크자이A,,,,,,,
265000668,발산2리4반,,,,,,,
265000672,우미린A,,,,,,,
265000673,금호빌리지,,,,,,,
265000674,산천2리마을회관,,,,,,,
265000675,산천2리마을회관,,,,,,,
263001765,간척사거리,,,,,,,
263001766,간척사거리,,,,,,,
257000114,굴지리종점,,,,,,,
257000136,두미리,,,,,,,
257000137,두미리,,,,,,,
257000140,개야리,,,,,,,
257000141,개야리,,,,,,,
257000153,한서상회,,,,,,,
257000154,한서상회,,,,,,,
257000015,어유포삼거리,,,,,,,
257001113,용장사입구,,,,,,,
257001114,용장사입구,,,,,,,
257001115,석화촌,,,,,,,
257001116,석화촌,,,,,,,
257800112,팔봉산유원지,,,,,,,
257001297,팔봉산관광지,,,,,,,
257001453,밤벌유원지,,,,,,,
257001454,밤벌유원지,,,,,,,
257001455,밤나무골,,,,,,,
257001456,밤나무골,,,,,,,
257001475,반곡초교,,,,,,,
257001476,반곡초교,,,,,,,
257001477,반곡교,,,,,,,
257001478,반곡교,,,,,,,
257001479,반곡,,,,,,,
257001480,반곡,,,,,,,
257001531,두미리종점,,,,,,,
257001645,굴지리종점,,,,,,,
257002019,어유포리,,,,,,,
257800111,말골입구,,,,,,,
257800110,말골입구,,,,,,,
257800095,충의대교,,,,,,,
257800096,충의대교,,,,,,,
257800097,모곡3리,,,,,,,
257800098,모곡3리,,,,,,,
257800099,두미리종점,,,,,,,
257800104,모곡,,,,,,,
257800105,모곡,,,,,,,
257800106,용골상회,,,,,,,
257800107,용골상회,,,,,,,
257800108,반곡망단이,,,,,,,
257800109,반곡망단이,,,,,,,
257800113,역전평,,,,,,,
257800114,역전평,,,,,,,
257800116,산수1리2반,,,,,,,
